id,name,text,genres,cast_names,year
1239,Mad City,"Title: Mad City. Movie: Mad City. Mad City. Release year: 1997. Genres: Action, Drama, Thriller. This is a Action, Drama, Thriller story. Overview: A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.","['Action', 'Drama', 'Thriller']",[],1997
1240,Baby's Day Out,"Title: Baby's Day Out. Movie: Baby's Day Out. Baby's Day Out. Release year: 1994. Genres: Action, Adventure, Comedy, Family. This is a Action, Adventure, Comedy, Family story. Overview: Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.","['Action', 'Adventure', 'Comedy', 'Family']",[],1994
1241,The Scarlet Letter,"Title: The Scarlet Letter. Movie: The Scarlet Letter. The Scarlet Letter. Release year: 1995. Genres: Drama, History, Romance. This is a Drama, History, Romance story. Overview: Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.","['Drama', 'History', 'Romance']",[],1995
1242,Fair Game,"Title: Fair Game. Movie: Fair Game. Fair Game. Release year: 2010. Genres: Drama, Thriller. This is a Drama, Thriller story. Overview: Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.","['Drama', 'Thriller']",[],2010
1243,Domino,"Title: Domino. Movie: Domino. Domino. Release year: 2005. Genres: Action, Crime. This is a Action, Crime story. Overview: The daughter of actor, Laurence Harvey turns away from her career as a Ford model to become a bounty hunter.","['Action', 'Crime']",[],2005
1244,Jade,"Title: Jade. Movie: Jade. Jade. Release year: 1995. Genres: Action, Thriller, Mystery, Romance. This is a Action, Thriller, Mystery, Romance story. Overview: Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.","['Action', 'Thriller', 'Mystery', 'Romance']",[],1995
1245,Gamer,"Title: Gamer. Movie: Gamer. Gamer. Release year: 2009. Genres: Action, Thriller, Science Fiction. This is a Action, Thriller, Science Fiction story. Overview: Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon (Lerman) controls Kable (Butler), the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind (Hall).","['Action', 'Thriller', 'Science Fiction']",[],2009
1246,Beautiful Creatures,"Title: Beautiful Creatures. Movie: Beautiful Creatures. Beautiful Creatures. Release year: 2013. Genres: Fantasy, Drama, Romance. This is a Fantasy, Drama, Romance story. Overview: Ethan Wate longs to escape his small southern town. He meets a mysterious new girl, Lena Duchannes. Together, they uncover dark secrets about their respective families, their history, and their town.","['Fantasy', 'Drama', 'Romance']",[],2013
1247,Death to Smoochy,"Title: Death to Smoochy. Movie: Death to Smoochy. Death to Smoochy. Release year: 2002. Genres: Comedy, Crime, Drama, Thriller. This is a Comedy, Crime, Drama, Thriller story. Overview: Tells the story of Rainbow Randolph, the corrupt, costumed star of a popular children's TV show, who is fired over a bribery scandal and replaced by squeaky-clean Smoochy, a puffy fuscia rhinoceros. As Smoochy catapults to fame - scoring hit ratings and the affections of a network executive - Randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as America's sweetheart.","['Comedy', 'Crime', 'Drama', 'Thriller']",[],2002
1248,Zoolander 2,"Title: Zoolander 2. Movie: Zoolander 2. Zoolander 2. Release year: 2016. Genres: Comedy. This is a Comedy story. Overview: Derek and Hansel are lured into modelling again, in Rome, where they find themselves the target of a sinister conspiracy.",['Comedy'],[],2016
1249,The Big Bounce,"Title: The Big Bounce. Movie: The Big Bounce. The Big Bounce. Release year: 2004. Genres: Comedy, Crime. This is a Comedy, Crime story. Overview: A small-time con artist and a Hawaiian real estate developer's mischievous, enterprising mistress team up for a potential $200,000 score.","['Comedy', 'Crime']",[],2004
1250,What Planet Are You From?,"Title: What Planet Are You From?. Movie: What Planet Are You From?. What Planet Are You From?. Release year: 2000. Genres: Comedy, Drama, Romance, Science Fiction. This is a Comedy, Drama, Romance, Science Fiction story. Overview: A highly-evolved planet, whose denizens feel no emotion and reproduce by cloning, plans to take over Earth from the inside by sending an operative, fashioned with a humming, mechanical penis, to impregnate an earthling and stay until the birth. The alien, Harold Anderson, goes to Phoenix as a banker and sets to work finding a mate. His approaches to women are inept, and the humming phallus doesn't help, but on the advice of a banking colleague, he cruises an AA meeting, meets Susan, and somehow convinces her to marry. The clock starts to tick: will she conceive, have a baby, and lose Harold (and the child) to his planet before he discovers emotion and starts to care?","['Comedy', 'Drama', 'Romance', 'Science Fiction']",[],2000
1251,Drive Angry,"Title: Drive Angry. Movie: Drive Angry. Drive Angry. Release year: 2011. Genres: Fantasy, Thriller, Action, Crime. This is a Fantasy, Thriller, Action, Crime story. Overview: A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.","['Fantasy', 'Thriller', 'Action', 'Crime']",[],2011
1252,Street Fighter: The Legend of Chun-Li,"Title: Street Fighter: The Legend of Chun-Li. Movie: Street Fighter: The Legend of Chun-Li. Street Fighter: The Legend of Chun-Li. Release year: 2009. Genres: Action, Adventure, Science Fiction, Thriller. This is a Action, Adventure, Science Fiction, Thriller story. Overview: When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.","['Action', 'Adventure', 'Science Fiction', 'Thriller']",[],2009
1253,The One,"Title: The One. Movie: The One. The One. Release year: 2001. Genres: Action, Science Fiction, Thriller. This is a Action, Science Fiction, Thriller story. Overview: A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.","['Action', 'Science Fiction', 'Thriller']",[],2001
1254,The Adventures of Ford Fairlane,"Title: The Adventures of Ford Fairlane. Movie: The Adventures of Ford Fairlane. The Adventures of Ford Fairlane. Release year: 1990. Genres: Action, Comedy, Thriller, Crime, Mystery. This is a Action, Comedy, Thriller, Crime, Mystery story. Overview: Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead?","['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",[],1990
1255,The Boat That Rocked,"Title: The Boat That Rocked. Movie: The Boat That Rocked. The Boat That Rocked. Release year: 2009. Genres: Drama, Comedy. This is a Drama, Comedy story. Overview: A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves.","['Drama', 'Comedy']",[],2009
1256,Traffic,"Title: Traffic. Movie: Traffic. Traffic. Release year: 2000. Genres: Thriller, Drama, Crime. This is a Thriller, Drama, Crime story. Overview: An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.","['Thriller', 'Drama', 'Crime']",[],2000
1257,Indiana Jones and the Last Crusade,"Title: Indiana Jones and the Last Crusade. Movie: Indiana Jones and the Last Crusade. Indiana Jones and the Last Crusade. Release year: 1989. Genres: Adventure, Action. This is a Adventure, Action story. Overview: In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.","['Adventure', 'Action']",[],1989
1258,Anna Karenina,"Title: Anna Karenina. Movie: Anna Karenina. Anna Karenina. Release year: 2012. Genres: Drama, Romance. This is a Drama, Romance story. Overview: Trapped in a loveless marriage, aristocrat Anna Karenina enters into a life-changing affair with the affluent Count Vronsky.","['Drama', 'Romance']",[],2012
1259,Chappie,"Title: Chappie. Movie: Chappie. Chappie. Release year: 2015. Genres: Crime, Action, Science Fiction. This is a Crime, Action, Science Fiction story. Overview: In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.","['Crime', 'Action', 'Science Fiction']",[],2015
